contract_id,customer_id,industry,company_size,managed_service_plan,support_plan,contract_term_months,tenure_months,renewal_count,cloud_cost_30d,cost_growth_3m,budget_variance_pct,commitment_utilization_rate,usage_change_3m,idle_resource_ratio,downtime_minutes_90d,unresolved_ticket_rate,avg_resolution_hours,days_since_last_qbr,annual_contract_value,renewal_churn
CUST_01772_C2,CUST_01772,물류/운송,5-49인,Basic,Standard,12,22,1,4730586,0.0708,6.31,0.7578,0.0885,0.2371,123,0.2,57.63,120.0,56767032,1
CUST_01773_C1,CUST_01773,교육,5-49인,Basic,Standard,24,22,0,4665466,0.0668,34.15,0.6467,-0.1193,0.2831,165,0.1905,72.89,122.0,55985592,1
CUST_01774_C1,CUST_01774,IT/소프트웨어,5-49인,Basic,Priority,12,10,0,1894196,0.0149,8.99,0.8041,-0.0333,0.2053,102,0.0769,22.61,61.0,23866870,0
CUST_01775_C1,CUST_01775,IT/소프트웨어,5-49인,Basic,Standard,12,10,0,3373658,0.0648,23.21,0.5982,-0.1329,0.2592,158,0.1667,50.49,,40483896,1
CUST_01776_C1,CUST_01776,유통/커머스,5-49인,Basic,Priority,12,10,0,6274987,0.017,-3.43,0.8232,-0.0963,0.1238,101,0.1111,22.85,61.0,79064836,0
CUST_01777_C1,CUST_01777,교육,5-49인,Basic,Priority,24,22,0,3600277,0.0167,3.45,0.7595,0.0803,0.1326,93,0.0,26.32,304.0,45363490,0
CUST_01777_C2,CUST_01777,교육,5-49인,Basic,Priority,12,34,1,5107965,0.0634,1.39,0.7159,-0.0856,0.1876,90,0.1333,21.98,59.0,64360359,0
CUST_01778_C1,CUST_01778,교육,5-49인,Standard,Standard,24,22,0,10952478,0.0424,4.56,0.8227,-0.003,0.1642,50,0.0714,48.49,122.0,144572710,0
CUST_01778_C2,CUST_01778,교육,5-49인,Standard,Priority,12,34,1,10561826,0.0039,-3.43,0.7691,0.0524,0.2063,52,0.0,18.05,61.0,146386908,0
CUST_01778_C3,CUST_01778,교육,5-49인,Standard,Priority,24,58,2,13363390,0.0151,4.71,0.765,0.0301,0.2024,58,0.1053,22.05,61.0,185216585,0
CUST_01779_C1,CUST_01779,제조업,5-49인,Basic,Enterprise,12,10,0,2677570,0.113,0.49,0.7591,-0.0454,0.1935,94,0.0,5.82,31.0,36950466,0
CUST_01779_C2,CUST_01779,제조업,5-49인,Basic,Standard,12,22,1,3198002,0.0946,7.34,0.7674,0.0056,0.1856,128,0.0,62.33,121.0,38376024,0
CUST_01779_C3,CUST_01779,제조업,5-49인,Basic,Standard,24,46,2,3108841,0.0156,6.96,0.7455,0.1022,0.2,123,0.0769,38.38,121.0,37306092,0
CUST_01780_C1,CUST_01780,제조업,5-49인,Standard,Standard,12,10,0,4334455,-0.0198,-5.97,0.7982,-0.113,0.1559,39,0.2,97.48,,57214806,0
CUST_01781_C1,CUST_01781,제조업,5-49인,Basic,Standard,36,34,0,2818918,-0.0427,15.6,0.5822,-0.1509,0.3024,180,0.4091,64.12,122.0,33827016,1
CUST_01782_C1,CUST_01782,제조업,5-49인,Standard,Priority,12,10,0,902465,0.0226,7.18,0.6913,-0.0426,0.2957,83,0.0,27.31,61.0,12508165,1
CUST_01783_C1,CUST_01783,물류/운송,5-49인,Basic,Priority,24,22,0,8664132,0.04,18.37,0.5969,-0.089,0.2376,184,0.0,20.58,59.0,109168063,0
CUST_01783_C2,CUST_01783,물류/운송,5-49인,Basic,Standard,12,34,1,10024850,0.0282,12.74,0.6429,-0.1612,0.2663,161,0.0625,59.81,120.0,120298200,0
CUST_01783_C3,CUST_01783,물류/운송,5-49인,Basic,Standard,12,46,2,9936095,-0.0387,8.5,0.7492,0.0258,0.2476,119,0.1538,43.22,121.0,119233140,0
CUST_01784_C1,CUST_01784,기타서비스업,5-49인,Basic,Standard,12,10,0,3342459,-0.0158,10.02,0.726,0.0839,0.2083,94,0.1538,54.79,120.0,40109508,0
CUST_01785_C1,CUST_01785,IT/소프트웨어,300인이상,Premium,Enterprise,24,22,0,95393190,0.0103,16.79,0.6771,-0.0581,0.2369,35,0.0455,6.06,30.0,1645532527,0
CUST_01786_C1,CUST_01786,금융/보험,5-49인,Premium,Enterprise,12,10,0,6979688,0.0019,0.32,0.6847,0.1052,0.2203,34,0.0357,7.22,31.0,120399618,0
CUST_01786_C2,CUST_01786,금융/보험,5-49인,Premium,Priority,24,34,1,6636504,0.026,7.22,0.7005,-0.0123,0.2243,18,0.0,26.15,182.0,104524938,0
CUST_01786_C3,CUST_01786,금융/보험,5-49인,Premium,Priority,12,46,2,5039727,-0.0014,-2.46,0.685,-0.0941,0.235,25,0.0769,20.72,61.0,79375700,0
CUST_01787_C1,CUST_01787,유통/커머스,50-299인,Basic,Priority,12,10,0,8619713,-0.0437,5.07,0.6597,-0.0169,0.2484,122,0.0357,18.89,61.0,108608384,1
CUST_01788_C1,CUST_01788,IT/소프트웨어,5-49인,Basic,Standard,12,10,0,4214588,0.0215,1.76,0.7639,-0.0343,0.1857,100,0.25,68.9,120.0,50575056,0
CUST_01788_C2,CUST_01788,IT/소프트웨어,5-49인,Basic,Standard,24,34,1,3704085,-0.0004,2.02,0.7564,-0.0752,0.165,96,0.1,57.0,120.0,44449020,0
CUST_01788_C3,CUST_01788,IT/소프트웨어,5-49인,Basic,Priority,12,46,2,6412582,0.0143,2.75,0.6962,0.0552,0.3134,131,0.1333,26.26,60.0,80798533,0
CUST_01789_C1,CUST_01789,제조업,5-49인,Basic,Standard,24,22,0,5833653,-0.0028,10.92,0.6048,-0.0862,0.2501,152,0.2917,53.91,121.0,70003836,1
CUST_01790_C1,CUST_01790,교육,50-299인,Standard,Enterprise,24,22,0,26404468,-0.0305,6.39,0.7049,0.152,0.2104,63,0.0,5.23,30.0,400819824,0
CUST_01790_C2,CUST_01790,교육,50-299인,Standard,Standard,12,34,1,26537269,-0.0126,2.17,0.7251,0.0186,0.2863,77,0.0769,56.58,122.0,350291951,0
CUST_01791_C1,CUST_01791,물류/운송,5-49인,Basic,Standard,12,10,0,8205064,-0.0142,7.92,0.6774,0.03,0.2093,146,0.2667,79.35,123.0,98460768,0
CUST_01791_C2,CUST_01791,물류/운송,5-49인,Basic,Enterprise,12,22,1,9032656,-0.0,6.79,0.6102,-0.1312,0.2932,165,0.1765,8.07,31.0,124650653,0
CUST_01792_C1,CUST_01792,유통/커머스,5-49인,Premium,Enterprise,24,22,0,3460360,0.0458,12.01,0.747,0.0903,0.2597,45,0.0,7.67,31.0,59691210,0
CUST_01792_C2,CUST_01792,유통/커머스,5-49인,Premium,Enterprise,12,34,1,2400296,-0.0182,3.93,0.7176,-0.0157,0.2319,33,0.0909,7.82,123.0,41405106,0
CUST_01793_C1,CUST_01793,유통/커머스,5-49인,Basic,Priority,24,22,0,1609682,0.1064,17.99,0.6483,-0.0096,0.3059,175,0.0588,23.88,61.0,20281993,0
CUST_01793_C2,CUST_01793,유통/커머스,5-49인,Basic,Standard,24,46,1,1350975,-0.0579,9.09,0.6926,0.044,0.2234,176,0.2,68.12,122.0,16211700,1
CUST_01794_C1,CUST_01794,금융/보험,5-49인,Standard,Priority,12,10,0,13480531,-0.0098,12.19,0.5949,0.0171,0.3212,114,0.1818,27.86,59.0,186840160,1
CUST_01795_C1,CUST_01795,물류/운송,5-49인,Basic,Priority,36,34,0,2460046,-0.0395,12.81,0.7532,0.0419,0.1537,85,0.0556,30.49,184.0,30996580,0
CUST_01795_C2,CUST_01795,물류/운송,5-49인,Basic,Standard,24,58,1,1724013,-0.0046,3.19,0.7372,-0.0599,0.164,89,0.1,69.23,122.0,20688156,0
CUST_01796_C1,CUST_01796,유통/커머스,5-49인,Standard,Enterprise,12,10,0,2953716,0.0194,3.95,0.6474,0.0252,0.2147,81,0.0556,6.54,31.0,44837409,0
CUST_01796_C2,CUST_01796,유통/커머스,5-49인,Standard,Priority,12,22,1,3298264,-0.0098,14.92,0.6249,-0.1963,0.2516,78,0.0909,26.52,61.0,45713939,0
CUST_01797_C1,CUST_01797,유통/커머스,5-49인,Basic,Standard,24,22,0,3920768,-0.0428,9.07,0.7698,0.0718,0.1926,91,0.1667,61.68,122.0,47049216,0
CUST_01797_C2,CUST_01797,유통/커머스,5-49인,Basic,Standard,12,34,1,4634436,-0.0365,3.82,0.7007,-0.0612,0.1987,127,0.3158,54.75,122.0,55613232,0
CUST_01798_C1,CUST_01798,물류/운송,50-299인,Standard,Standard,36,34,0,32824705,0.1079,27.37,0.6535,0.0328,0.2839,106,0.15,62.96,304.0,433286106,0
CUST_01799_C1,CUST_01799,유통/커머스,5-49인,Basic,Standard,36,34,0,2833605,0.0251,21.27,0.5883,0.0206,0.3507,193,0.4,55.71,120.0,34003260,0
CUST_01800_C1,CUST_01800,IT/소프트웨어,5-49인,Standard,Priority,12,10,0,2284499,-0.0082,15.35,0.6175,-0.0677,0.2216,118,0.0769,21.14,61.0,31663156,1
CUST_01801_C1,CUST_01801,기타서비스업,5-49인,Basic,Standard,12,10,0,2425573,0.0714,14.52,0.7159,-0.1465,0.2148,141,0.2308,42.22,122.0,29106876,1
CUST_01802_C1,CUST_01802,제조업,5-49인,Basic,Standard,36,34,0,16339601,-0.0169,21.16,0.6318,-0.1213,0.241,147,0.25,44.91,306.0,196075212,0
CUST_01803_C1,CUST_01803,제조업,5-49인,Basic,Standard,36,34,0,4106954,-0.0134,16.1,0.8037,-0.0176,0.184,109,0.0,78.12,122.0,49283448,0
CUST_01804_C1,CUST_01804,의료/헬스케어,5-49인,Standard,Standard,12,10,0,3499795,0.0255,-10.01,0.8069,0.1025,0.1479,51,0.0,57.56,123.0,46197294,0
CUST_01805_C1,CUST_01805,물류/운송,5-49인,Standard,Priority,12,10,0,6088942,0.0107,6.62,0.6838,0.0471,0.1928,88,0.087,22.64,,84392736,0
CUST_01806_C1,CUST_01806,금융/보험,5-49인,Premium,Priority,12,10,0,2669882,0.0128,8.46,0.7144,0.1383,0.2646,37,0.125,20.67,59.0,42050642,1
CUST_01807_C1,CUST_01807,제조업,5-49인,Basic,Standard,12,10,0,1475830,0.0853,17.66,0.5671,-0.0702,0.3244,217,0.1111,52.71,122.0,17709960,1
CUST_01808_C1,CUST_01808,제조업,5-49인,Basic,Standard,12,10,0,3976832,0.036,-4.54,0.7875,-0.0574,0.13,81,0.0,47.98,122.0,47721984,0
CUST_01808_C2,CUST_01808,제조업,5-49인,Basic,Standard,12,23,1,4299708,-0.0221,-12.18,0.7451,0.0029,0.1484,84,0.2143,62.37,306.0,51596496,0
CUST_01809_C1,CUST_01809,제조업,5-49인,Basic,Priority,36,34,0,4743662,0.0803,-3.22,0.7988,-0.0525,0.092,71,0.0,19.89,59.0,59770141,0
CUST_01810_C1,CUST_01810,유통/커머스,5-49인,Basic,Standard,12,10,0,2271298,-0.0587,5.42,0.7428,0.0535,0.2572,148,0.1333,55.39,123.0,27255576,0
CUST_01810_C2,CUST_01810,유통/커머스,5-49인,Basic,Standard,24,34,1,1380809,-0.0173,3.11,0.7496,0.0611,0.2665,114,0.0526,58.85,123.0,16569708,1
CUST_01811_C1,CUST_01811,물류/운송,5-49인,Basic,Standard,12,10,0,3800215,0.0522,3.11,0.7852,-0.0572,0.2117,132,0.1429,82.82,122.0,45602580,0
CUST_01811_C2,CUST_01811,물류/운송,5-49인,Basic,Standard,12,22,1,3860307,-0.0027,-2.85,0.7496,0.0949,0.2437,124,0.2,63.06,122.0,46323684,0
CUST_01812_C1,CUST_01812,IT/소프트웨어,5-49인,Basic,Standard,12,10,0,2198762,0.0313,1.47,0.7569,-0.0931,0.2009,117,0.3333,40.64,123.0,26385144,0
CUST_01813_C1,CUST_01813,IT/소프트웨어,5-49인,Standard,Priority,12,10,0,3755924,0.0064,4.98,0.7159,0.0595,0.2106,65,0.0,25.53,62.0,52057107,0
CUST_01814_C1,CUST_01814,교육,5-49인,Basic,Standard,12,10,0,2514578,0.0183,13.32,0.6937,0.0529,0.2685,166,0.1,76.28,120.0,30174936,1
CUST_01815_C1,CUST_01815,교육,5-49인,Basic,Standard,24,22,0,1653690,0.0373,15.57,0.7015,-0.0239,0.2397,143,0.1579,64.09,122.0,19844280,1
CUST_01816_C1,CUST_01816,기타서비스업,5-49인,Standard,Enterprise,24,22,0,1920042,-0.0242,12.83,0.6502,-0.1334,0.2568,82,0.1429,7.09,212.0,29146238,0
CUST_01816_C2,CUST_01816,기타서비스업,5-49인,Standard,Standard,12,34,1,2272880,0.0248,5.73,0.739,0.0889,0.2622,78,0.2105,62.7,579.0,30002016,1
CUST_01817_C1,CUST_01817,유통/커머스,5-49인,Standard,Standard,24,22,0,2898807,-0.0531,7.67,0.8304,0.0117,0.1843,56,0.0909,45.25,303.0,38264252,0
CUST_01818_C1,CUST_01818,IT/소프트웨어,5-49인,Standard,Priority,12,10,0,2734714,0.0392,-7.65,0.856,0.0274,0.115,32,0.0,24.37,,37903136,0
CUST_01819_C1,CUST_01819,제조업,5-49인,Basic,Priority,24,22,0,1419564,-0.0716,7.13,0.8056,0.1145,0.1483,87,0.0,25.67,184.0,17886506,0
CUST_01819_C2,CUST_01819,제조업,5-49인,Basic,Standard,12,34,1,1434766,0.0373,-0.35,0.7285,-0.022,0.2049,117,0.2308,54.51,122.0,17217192,0
CUST_01820_C1,CUST_01820,금융/보험,5-49인,Basic,Standard,36,34,0,8670441,0.0656,16.78,0.6345,0.0118,0.27,179,0.2105,50.18,123.0,104045292,1
CUST_01821_C1,CUST_01821,유통/커머스,5-49인,Basic,Standard,12,10,0,9149535,-0.0012,8.4,0.7405,0.0978,0.2127,117,0.1053,49.94,123.0,109794420,1
CUST_01822_C1,CUST_01822,금융/보험,5-49인,Standard,Standard,36,34,0,4654978,-0.0313,11.34,0.7079,0.0483,0.2855,74,0.1739,59.83,122.0,61445710,0
CUST_01822_C2,CUST_01822,금융/보험,5-49인,Standard,Enterprise,12,46,1,4799372,-0.0157,4.56,0.645,0.0201,0.2077,74,0.0667,6.55,30.0,72854467,0
CUST_01823_C1,CUST_01823,제조업,5-49인,Standard,Priority,12,10,0,1504530,-0.0085,16.65,0.7025,0.0157,0.25,89,0.037,20.03,181.0,20852786,0
CUST_01823_C2,CUST_01823,제조업,5-49인,Standard,Priority,12,22,1,1201866,-0.0268,1.72,0.7227,-0.0563,0.247,58,0.0,17.86,59.0,16657863,0
CUST_01824_C1,CUST_01824,제조업,5-49인,Basic,Priority,24,22,0,3862987,0.0269,12.23,0.7849,0.1129,0.1824,104,0.0588,25.25,62.0,48673636,1
CUST_01825_C1,CUST_01825,IT/소프트웨어,5-49인,Standard,Enterprise,12,10,0,5315813,0.0819,4.74,0.7576,-0.1535,0.2336,58,0.0,7.14,30.0,80694041,0
CUST_01825_C2,CUST_01825,IT/소프트웨어,5-49인,Standard,Priority,24,34,1,5989025,0.0113,5.42,0.7956,-0.0769,0.2097,52,0.1111,15.82,61.0,83007886,0
CUST_01826_C1,CUST_01826,IT/소프트웨어,5-49인,Basic,Standard,24,22,0,1493211,-0.0468,8.27,0.7316,-0.0473,0.2537,144,0.2143,66.0,120.0,17918532,0
CUST_01827_C1,CUST_01827,IT/소프트웨어,5-49인,Standard,Priority,24,22,0,2719862,0.0094,4.68,0.7262,0.0937,0.1983,73,0.1111,24.23,60.0,37697287,0
CUST_01828_C1,CUST_01828,물류/운송,5-49인,Standard,Priority,12,10,0,2132748,-0.0099,12.95,0.6281,-0.0489,0.2859,91,0.0952,21.68,61.0,29559887,0
CUST_01828_C2,CUST_01828,물류/운송,5-49인,Standard,Priority,12,22,1,1948086,-0.0253,20.05,0.7137,0.037,0.2565,78,0.1111,20.44,61.0,27000472,0
CUST_01829_C1,CUST_01829,IT/소프트웨어,50-299인,Premium,Enterprise,12,10,0,22051519,0.014,4.28,0.8415,-0.0812,0.2303,27,0.0,7.68,30.0,380388703,0
CUST_01830_C1,CUST_01830,IT/소프트웨어,5-49인,Basic,Standard,12,10,0,820306,0.0127,-7.23,0.7972,-0.1251,0.1818,98,0.1667,47.54,123.0,9843672,0
CUST_01831_C1,CUST_01831,제조업,5-49인,Basic,Priority,12,10,0,2238982,-0.0015,-0.21,0.7879,-0.0389,0.2137,100,0.0,26.75,61.0,28211173,0
CUST_01831_C2,CUST_01831,제조업,5-49인,Basic,Standard,12,22,1,2809101,0.0966,11.54,0.7454,-0.005,0.2522,106,0.1111,67.2,122.0,33709212,0
CUST_01832_C1,CUST_01832,IT/소프트웨어,5-49인,Basic,Standard,36,34,0,5960050,0.0246,5.66,0.7439,-0.0472,0.1824,112,0.0,52.04,122.0,71520600,0
CUST_01832_C2,CUST_01832,IT/소프트웨어,5-49인,Basic,Priority,12,46,1,7049609,0.0538,0.45,0.8362,0.1323,0.134,109,0.0,24.17,61.0,88825073,0
CUST_01832_C3,CUST_01832,IT/소프트웨어,5-49인,Basic,Standard,12,58,2,7405289,0.0691,-1.23,0.7053,-0.0089,0.2774,152,0.1765,54.64,123.0,88863468,0
CUST_01833_C1,CUST_01833,제조업,5-49인,Standard,Priority,36,34,0,2708465,-0.0404,10.45,0.7077,0.1533,0.2354,55,0.0,22.53,59.0,37539325,0
CUST_01834_C1,CUST_01834,의료/헬스케어,5-49인,Standard,Standard,24,22,0,5401885,-0.0104,7.83,0.7448,0.0446,0.1703,52,0.1053,65.46,306.0,71304882,0
CUST_01834_C2,CUST_01834,의료/헬스케어,5-49인,Standard,Enterprise,24,46,1,5267981,0.04,3.85,0.7071,0.0918,0.2059,62,0.1765,5.48,122.0,79967952,0
CUST_01834_C3,CUST_01834,의료/헬스케어,5-49인,Standard,Priority,24,70,2,6615934,0.0137,10.48,0.6896,0.0367,0.2143,60,0.1429,19.88,184.0,91696845,0
CUST_01835_C1,CUST_01835,금융/보험,5-49인,Basic,Priority,24,22,0,1621955,0.0132,17.82,0.6763,0.0052,0.2307,129,0.0,17.29,62.0,20436633,0
CUST_01836_C1,CUST_01836,교육,5-49인,Basic,Standard,24,22,0,1797693,-0.0579,-6.62,0.7304,0.0104,0.1746,118,0.2778,75.64,122.0,21572316,0
CUST_01837_C1,CUST_01837,기타서비스업,5-49인,Standard,Standard,36,34,0,3048567,0.0269,17.6,0.7527,-0.117,0.197,66,0.2,55.22,487.0,40241084,0
CUST_01838_C1,CUST_01838,금융/보험,5-49인,Standard,Priority,12,10,0,2018798,0.073,9.35,0.6459,-0.0516,0.2653,87,0.2,23.1,61.0,27980540,0
CUST_01839_C1,CUST_01839,물류/운송,5-49인,Basic,Standard,12,10,0,7308600,-0.0192,-7.94,0.8119,0.0027,0.1156,81,0.1429,55.43,122.0,87703200,0
CUST_01839_C2,CUST_01839,물류/운송,5-49인,Basic,Standard,24,34,1,7107840,0.009,7.3,0.7835,0.0347,0.1298,68,0.0,54.33,122.0,85294080,0
CUST_01839_C3,CUST_01839,물류/운송,5-49인,Basic,Standard,12,46,2,6144891,-0.0646,-1.6,0.788,0.0364,0.1845,90,0.1538,41.33,122.0,73738692,0
CUST_01840_C1,CUST_01840,제조업,5-49인,Basic,Standard,24,22,0,4931892,-0.0186,5.1,0.8098,0.1128,0.2658,119,0.1333,51.22,123.0,59182704,0
CUST_01840_C2,CUST_01840,제조업,5-49인,Basic,Standard,24,46,1,7442919,-0.0118,5.31,0.811,-0.0638,0.2373,105,0.1429,78.04,123.0,89315028,0
CUST_01840_C3,CUST_01840,제조업,5-49인,Basic,Standard,12,58,2,7183676,0.0445,3.23,0.7244,-0.1642,0.2024,115,0.0,52.94,123.0,86204112,0
CUST_01841_C1,CUST_01841,교육,5-49인,Basic,Standard,36,34,0,1868794,0.0264,1.59,0.7204,0.0103,0.2385,129,0.0,61.83,120.0,22425528,0
CUST_01842_C1,CUST_01842,제조업,5-49인,Basic,Standard,24,22,0,4985654,0.0867,15.2,0.7674,0.0491,0.1828,125,0.1111,64.45,306.0,59827848,0
CUST_01842_C2,CUST_01842,제조업,5-49인,Basic,Priority,12,34,1,4378392,0.041,-0.48,0.8203,-0.0324,0.1985,94,0.1333,18.51,61.0,55167739,0
CUST_01842_C3,CUST_01842,제조업,5-49인,Basic,Enterprise,24,58,2,5382959,0.0119,6.84,0.745,-0.0472,0.1886,123,0.0769,6.27,31.0,74284834,0
CUST_01843_C1,CUST_01843,유통/커머스,300인이상,Premium,Enterprise,12,10,0,163690073,-0.0133,8.02,0.6858,-0.0522,0.2444,28,0.0,7.87,123.0,2823653759,0
CUST_01843_C2,CUST_01843,유통/커머스,300인이상,Premium,Enterprise,24,34,1,142077903,0.0146,12.96,0.6881,0.0901,0.2873,40,0.0952,5.58,31.0,2450843827,0
CUST_01844_C1,CUST_01844,교육,5-49인,Standard,Priority,12,10,0,731603,0.0771,-2.76,0.7568,-0.1087,0.2209,61,0.0,21.35,61.0,10140018,0
CUST_01845_C1,CUST_01845,IT/소프트웨어,5-49인,Standard,Priority,24,22,0,10554956,0.0487,20.63,0.6262,0.1017,0.2526,104,0.0909,21.94,59.0,146291690,1
CUST_01846_C1,CUST_01846,교육,5-49인,Basic,Standard,12,10,0,3095788,0.0443,8.11,0.7148,0.0227,0.1998,131,0.2353,58.76,120.0,37149456,0
CUST_01847_C1,CUST_01847,금융/보험,50-299인,Basic,Standard,24,22,0,8792483,-0.0403,14.14,0.578,-0.148,0.3342,211,0.2692,59.43,123.0,105509796,1
CUST_01848_C1,CUST_01848,유통/커머스,5-49인,Standard,Standard,12,10,0,2616949,0.03,0.72,0.7729,-0.0406,0.1762,49,0.1429,69.1,122.0,34543727,0
CUST_01849_C1,CUST_01849,유통/커머스,5-49인,Basic,Standard,24,22,0,4518211,0.03,16.77,0.6842,0.1185,0.258,119,0.0714,57.35,123.0,54218532,0
CUST_01849_C2,CUST_01849,유통/커머스,5-49인,Basic,Priority,36,58,1,4882041,-0.0383,9.4,0.6571,0.0204,0.2715,124,0.2308,20.75,62.0,61513717,0
CUST_01849_C3,CUST_01849,유통/커머스,5-49인,Basic,Standard,12,70,2,4672966,0.0053,7.27,0.6402,0.1841,0.2795,124,0.1053,57.89,123.0,56075592,0
CUST_01850_C1,CUST_01850,유통/커머스,5-49인,Premium,Enterprise,12,10,0,2970852,0.0081,-4.2,0.8267,0.0042,0.1099,16,0.0,5.38,31.0,51247197,0
CUST_01850_C2,CUST_01850,유통/커머스,5-49인,Premium,Priority,12,22,1,3197384,0.0555,0.45,0.741,-0.0179,0.2273,29,0.0,16.31,184.0,50358798,0
CUST_01850_C3,CUST_01850,유통/커머스,5-49인,Premium,Enterprise,24,46,2,3124975,0.0094,6.1,0.7445,0.112,0.1931,25,0.0,6.61,31.0,53905819,0
CUST_01851_C1,CUST_01851,IT/소프트웨어,5-49인,Basic,Priority,24,22,0,3586201,-0.006,7.04,0.7581,-0.0006,0.2229,118,0.0,23.81,62.0,45186133,0
CUST_01852_C1,CUST_01852,금융/보험,5-49인,Standard,Priority,12,10,0,1830627,0.0577,1.01,0.7893,0.03,0.1914,63,0.0526,26.99,59.0,25372490,0
CUST_01852_C2,CUST_01852,금융/보험,5-49인,Standard,Enterprise,24,34,1,2134896,-0.048,10.31,0.7669,-0.0869,0.2388,57,0.0,7.23,31.0,32407721,0
CUST_01853_C1,CUST_01853,IT/소프트웨어,5-49인,Standard,Priority,12,10,0,1465996,0.0745,11.41,0.7521,-0.127,0.2408,74,0.0435,26.23,61.0,20318705,0
CUST_01853_C2,CUST_01853,IT/소프트웨어,5-49인,Standard,Standard,12,22,1,1604417,0.0397,8.51,0.6609,-0.0631,0.2278,56,0.0952,60.78,121.0,21178304,0
CUST_01853_C3,CUST_01853,IT/소프트웨어,5-49인,Standard,Priority,24,46,2,1796764,0.0284,17.87,0.7016,-0.0711,0.2666,89,0.0833,24.66,304.0,24903149,0
CUST_01854_C1,CUST_01854,기타서비스업,5-49인,Basic,Priority,24,22,0,1909854,0.0195,15.35,0.6177,-0.1345,0.2282,130,0.0,26.71,59.0,24064160,0
CUST_01855_C1,CUST_01855,제조업,50-299인,Basic,Priority,24,22,0,66125935,0.0745,20.83,0.6171,-0.0793,0.2598,163,0.2308,20.54,181.0,833186781,1
CUST_01856_C1,CUST_01856,제조업,5-49인,Basic,Standard,24,22,0,4471780,-0.0345,11.19,0.7077,0.0157,0.2171,109,0.25,61.01,121.0,53661360,0
CUST_01856_C2,CUST_01856,제조업,5-49인,Basic,Standard,12,34,1,2768798,-0.0032,-2.59,0.7613,0.0321,0.1945,115,0.2632,55.19,122.0,33225576,1
CUST_01857_C1,CUST_01857,IT/소프트웨어,50-299인,Standard,Priority,24,22,0,17654825,0.0018,7.61,0.7568,-0.0021,0.1576,56,0.0,25.8,61.0,244695875,0
CUST_01858_C1,CUST_01858,유통/커머스,5-49인,Basic,Priority,12,10,0,4640569,-0.0188,0.66,0.7177,0.091,0.2457,125,0.1667,21.61,182.0,58471169,0
CUST_01858_C2,CUST_01858,유통/커머스,5-49인,Basic,Standard,24,34,1,5495773,-0.0185,12.25,0.7383,-0.1332,0.2172,98,0.1429,79.67,487.0,65949276,0
CUST_01858_C3,CUST_01858,유통/커머스,5-49인,Basic,Priority,24,58,2,6766383,0.0734,16.82,0.7341,0.132,0.2111,96,0.1333,20.18,61.0,85256426,0
CUST_01859_C1,CUST_01859,제조업,5-49인,Basic,Standard,12,10,0,3407000,0.0149,-3.3,0.7669,0.0284,0.1449,84,0.0833,39.53,120.0,40884000,0
CUST_01859_C2,CUST_01859,제조업,5-49인,Basic,Standard,24,34,1,3550207,0.0728,1.6,0.8296,0.1887,0.1596,67,0.1429,56.52,120.0,42602484,0
CUST_01859_C3,CUST_01859,제조업,5-49인,Basic,Standard,12,46,2,3941417,-0.0167,0.76,0.7973,-0.0199,0.2122,83,0.0588,49.29,120.0,47297004,1
CUST_01860_C1,CUST_01860,IT/소프트웨어,5-49인,Basic,Standard,12,10,0,5398044,0.0399,7.1,0.761,0.0123,0.2061,108,0.0769,56.6,120.0,64776528,0
CUST_01860_C2,CUST_01860,IT/소프트웨어,5-49인,Basic,Standard,12,22,1,5834640,0.0208,11.08,0.8091,-0.063,0.1959,99,0.2,39.91,120.0,70015680,0
CUST_01861_C1,CUST_01861,제조업,5-49인,Basic,Enterprise,24,22,0,4985033,0.0322,10.63,0.7483,-0.0588,0.2213,128,0.0,6.67,31.0,68793455,0
CUST_01862_C1,CUST_01862,유통/커머스,50-299인,Standard,Priority,24,22,0,14896075,-0.0271,7.05,0.708,0.0618,0.2483,62,0.05,21.66,61.0,206459600,0
CUST_01863_C1,CUST_01863,IT/소프트웨어,5-49인,Basic,Standard,24,22,0,2252020,0.0139,8.1,0.7486,0.0321,0.1622,102,0.0,47.64,122.0,27024240,0
CUST_01864_C1,CUST_01864,IT/소프트웨어,5-49인,Basic,Standard,24,22,0,3294619,0.0208,11.79,0.7975,-0.1249,0.1643,81,0.1818,67.28,121.0,39535428,0
CUST_01864_C2,CUST_01864,IT/소프트웨어,5-49인,Basic,Standard,24,46,1,3278497,0.0008,-1.01,0.7655,0.1842,0.0969,82,0.0,46.93,120.0,39341964,0
CUST_01865_C1,CUST_01865,기타서비스업,5-49인,Basic,Priority,12,10,0,1843965,0.0536,12.3,0.6922,0.0011,0.2266,121,0.0769,21.23,61.0,23233959,0
CUST_01866_C1,CUST_01866,금융/보험,50-299인,Basic,Priority,24,22,0,5055117,0.0233,5.49,0.7043,-0.0239,0.2404,126,0.1333,19.02,61.0,63694474,1
CUST_01867_C1,CUST_01867,유통/커머스,5-49인,Basic,Priority,12,10,0,3704220,0.0481,2.98,0.635,-0.044,0.2417,145,0.15,23.62,182.0,46673172,0
CUST_01868_C1,CUST_01868,IT/소프트웨어,50-299인,Basic,Standard,12,10,0,9272621,0.0081,5.53,0.6781,0.131,0.2256,116,0.1429,48.65,,111271452,0
